,name,artist,release_date,genres
704,I Belong To You - Live,Jesus Culture,2012,"['anthem worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']"
705,Ando,Bonny Lovy,2016,"['cumbia boliviana', 'pop reggaeton']"
706,MOVE,TAEMIN,2017,['k-pop']
707,Anything at All,HOMESHAKE,2019,"['indie garage rock', 'montreal indie', 'quebec indie']"
708,"Divertimento in A Major, Op. 34, No. 1: I. Moderato",Carl Stamitz,2014,['classical era']
709,A Ram Sam Sam,Juice Music,2010,"['australian childrens music', 'nursery']"
710,Marihua,Lenny Tavárez,2018,"['latin', 'reggaeton', 'reggaeton flow', 'trap argentino', 'trap latino']"
711,Black Me Out,Against Me!,2014,"['folk punk', 'gainesville indie', 'orgcore', 'punk', 'skate punk']"
712,"Genius (with Lil Wayne, Sia, Diplo & Labrinth - Lil Wayne Remix)",Sia,2019,"['australian dance', 'australian pop', 'dance pop', 'pop', 'pop dance']"
713,EM20_Godzilla,Shiro Sagisu,2016,"['anime score', 'japanese soundtrack']"
714,Duel Of The Iron Mic,GZA,1995,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
715,Million Dollar Bill,Whitney Houston,2009,"['dance pop', 'pop', 'urban contemporary']"
716,Holier Than Thou,Metallica,1991,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']"
717,Latinoamérica,Calle 13,2010,"['latin', 'latin afrobeat', 'latin alternative', 'latin hip hop', 'puerto rican rock', 'rap conciencia', 'reggaeton', 'rock en espanol', 'tropical']"
718,Cold Outside,Ari Lennox,2016,"['alternative r&b', 'dmv rap', 'hip hop', 'indie r&b', 'indie soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
719,Cant Stop Me,Proleter,2013,['electro swing']
720,オブラートオブラブ,Utsu-P,2017,"['anime rock', 'idol rock', 'vocaloid']"
721,He Had Me at Black,Alonzo Bodden,2013,"['black comedy', 'comedy', 'new comedy']"
722,Cant Bring This Down,Bridgit Mendler,2017,"['dance pop', 'pop', 'post-teen pop', 'social media pop', 'viral pop']"
723,"Say It, Just Say It",The Mowglis,2013,"['indie pop', 'indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'pop rock', 'shimmer pop', 'stomp and holler']"
724,"Carmen, WD 31, Act I: Mais nous ne voyons pas la Carmencita! (Live)",Georges Bizet,2018,"['classical', 'french opera', 'french romanticism', 'late romantic era']"
725,White Hair,Laurent Perez Del Mar,2017,"['deep soundtrack', 'french soundtrack']"
726,"Catalani: La Wally, Act 1: Ebben? ... Ne andrò lontana (La Wally)",Alfredo Catalani,1987,"['classical performance', 'classical soprano', 'opera', 'spirituals']"
727,Meatheads Attack Spencer At 9,The Arrogant Sons Of Bitches,2003,"['folk punk', 'modern ska punk', 'ska', 'ska punk']"
728,Adding Up,Kevin Gates,2018,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
729,Murder Melody,Cult To Follow,2017,['gymcore']
730,Bees,The Ballroom Thieves,2016,"['boston folk', 'deep new americana', 'folk-pop', 'indie folk', 'indiecoustica', 'new americana', 'new england americana', 'stomp and holler']"
731,Consuming Fire (Fuego De Dios) [feat. Keila Moreno],Christ For The Nations Music,2010,"['world worship', 'worship']"
732,Cool and Loving,Barrington Levy,2001,"['dub', 'lovers rock', 'modern reggae', 'reggae', 'reggae fusion', 'roots reggae']"
733,Bathtub Gin - Live,Phish,2016,"['blues rock', 'jam band', 'pop rock', 'roots rock']"
734,What a Day That Will Be,Heritage Singers,2000,"['adventista', 'christian relaxative', 'louvor']"
735,A Mi Papa,Tego Calderon,2006,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
736,Bodybag (Feat. cold hart),LiL Lotus,2017,"['emo rap', 'glitchcore', 'sad rap', 'underground hip hop']"
737,Hurricane - Arty Remix,Halsey,2015,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'pop dance', 'post-teen pop']"
738,Free Meal,Hopsin,2015,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']"
739,Buffalo Soldier - Stephen Marley Remix,Bob Marley & The Wailers,2013,['reggae']
740,Still Young,The Cat Empire,2013,"['australian reggae fusion', 'australian ska', 'ska jazz']"
741,This Way,Chris Brown,2017,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
742,Here I Am To Worship,Tim Hughes,2001,"['ccm', 'christian alternative rock', 'christian music', 'uk worship', 'worship']"
743,Pretty Fly (For A White Guy),The Offspring,1998,"['alternative metal', 'permanent wave', 'pop punk', 'punk', 'rock', 'skate punk', 'socal pop punk']"
744,Sons of Durin,Howard Shore,2014,"['canadian classical', 'canadian soundtrack', 'middle earth', 'scorecore', 'soundtrack', 'video game music']"
745,Tu Olor,Wisin & Yandel,2013,"['electro latino', 'latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']"
746,Road Trip,The Expendables,2002,"['reggae rock', 'west coast reggae']"
747,You’re My Saving Grace…,Kristin Chenoweth,2016,"['broadway', 'movie tunes', 'show tunes']"
748,This Magic Moment,Jay & The Americans,1964,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll']"
749,Restoring Your Name,James Newton Howard,2018,['soundtrack']
750,San Lorenzo,Pat Metheny Group,1978,"['contemporary post-bop', 'ecm-style jazz', 'jazz fusion']"
751,night lights,Kensuke Ushio,2016,"['anime score', 'japanese soundtrack', 'otacore']"
752,Nervous,French Montana,2018,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
753,Tokyo Smoke,Cage The Elephant,2019,"['indie rock', 'modern alternative rock', 'modern rock', 'punk blues', 'rock']"
754,Tonight Is The Night (Parts 1&2),Betty Wright,2002,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']"
755,Remember My Name,Chace,2016,['chinese electronic']
756,Jim Cain,Bill Callahan,2009,"['alternative country', 'alternative rock', 'anti-folk', 'art pop', 'art rock', 'chamber pop', 'chamber psych', 'freak folk', 'indie folk', 'indie rock']"
757,When You Love Someone,James TW,2016,"['neo mellow', 'pop', 'pop rock', 'post-teen pop', 'uk pop', 'viral pop']"
758,Banana Clipper,Run The Jewels,2013,"['hip hop', 'political hip hop']"
759,All Hail the Power of Jesus Name,Glad,2005,"['a cappella', 'christian a cappella', 'deep christian rock']"
760,FEEL NOTHING,HEALTH,2019,"['alternative dance', 'chillwave', 'grave wave', 'metropopolis', 'noise pop', 'noise rock']"
761,Vanne pentita a piangere,Antonio Caldara,2005,"['classical mezzo-soprano', 'classical performance', 'italian mezzo-soprano', 'opera']"
762,When We All Get to Heaven,Casting Crowns,2015,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
763,The Jezebel Spirit,Brian Eno,1981,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'dance rock', 'drone', 'experimental', 'experimental ambient', 'fourth world', 'glam rock', 'minimalism']"
764,Before the Throne of God Above,Shane & Shane,2014,"['anthem worship', 'ccm', 'indiecoustica', 'roots worship', 'world worship']"
765,The Older I Get,Skillet,2006,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock']"
766,So Amazing,Luther Vandross,2003,"['funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']"
767,One Thing,Finger Eleven,2003,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge', 'rap rock', 'wrestling']"
768,all the kids are depressed,Jeremy Zucker,2018,['pop']
769,Saturday Night at the Movies,Tim Timebomb,2014,"['neo-proto', 'punk', 'punk n roll', 'ska', 'ska punk', 'skate punk']"
770,The Cam Song,The Expendables,2004,"['reggae rock', 'west coast reggae']"
771,Lasso,Phoenix,2009,"['alternative dance', 'dance-punk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'rock independant francais']"
772,Saturday (Oooh! Ooooh!),Ludacris,2001,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
773,We Be Burnin (Recognize It),Sean Paul,2005,"['dance pop', 'dancehall', 'pop', 'pop dance', 'pop rap']"
774,La Estrella del Barrio,Carlitos Junior,2018,"['reggaeton chileno', 'reggaeton flow', 'trap latino']"
775,Caring Is Creepy,The Shins,2001,"['albuquerque indie', 'alternative rock', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'portland indie', 'rock', 'stomp and holler']"
776,Swang My Way,bLAck pARty,2016,"['alternative r&b', 'indie r&b']"
777,Instrumental,Joshua Hyslop,2016,"['acoustic pop', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'neo mellow']"
778,Treat Me Like Somebody,Tink,2014,"['chicago rap', 'drill', 'pop r&b', 'r&b', 'trap queen']"
779,Powercore,Nekrogoblikon,2013,"['folk metal', 'viking metal']"
780,Aria 2 - Pt. 6,Max Richter,2015,"['compositional ambient', 'post-minimalism', 'soundtrack']"
781,Southern Accents,Tom Petty and the Heartbreakers,2019,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
782,Stay In The Dark,The Band Perry,2017,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']"
783,Novios,Messiah,2019,"['dominican pop', 'reggaeton flow', 'trap dominicano', 'trap latino']"
784,Cowboys to Girls,The Intruders,1968,"['classic soul', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'souldies', 'southern soul']"
785,Waiting on a Song,Dan Auerbach,2017,"['funk', 'garage rock', 'indie folk', 'modern blues rock', 'modern rock', 'new americana', 'rock', 'stomp and holler']"
786,Crazy In Love - Remix,Beyoncé,2015,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
787,Get Low featuring Ying Yang Twins,Lil Jon & The East Side Boyz,2011,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
788,Swimmin In Sunshine,Billy Currington,2008,"['contemporary country', 'country', 'country road', 'modern country rock']"
789,Feels - Jai Wolf Remix,Kiiara,2016,"['dance pop', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'post-teen pop']"
790,Amen - feat. Drake,Meek Mill,2012,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
791,Animarossa,Porno Graffitti,2009,"['j-pop', 'j-poprock', 'j-rock']"
792,Asian Guy Crowd Work,Big Jay Oakerson,2016,"['comedy', 'deep comedy', 'new comedy']"
793,Vas a Querer Volver - Bonus Track,Jon Z,2017,"['reggaeton', 'reggaeton flow', 'trap latino']"
794,Big Butt,Anjelah Johnson,2009,"['comedienne', 'comedy', 'deep comedy', 'latino comedy']"
795,Like it Used To Be,Randy Rogers Band,2002,"['outlaw country', 'red dirt', 'texas country']"
796,Grohg: IV. Dance of the Street-Walker,Aaron Copland,2019,"['american modern classical', 'classical', 'early modern classical']"
797,Too Close to the Sun,Struggle Jennings,2019,['country rap']
798,Pastel,Face To Face,1992,"['melodic hardcore', 'pop punk', 'punk', 'ska punk', 'skate punk']"
799,Dun ange,Dorothée,1993,"['french movie tunes', 'french pop', 'musique pour enfants']"
800,Safe From Harm - 2012 Mix/Master,Massive Attack,1991,"['downtempo', 'electronica', 'trip hop']"
801,Underground Root - Jamaican Mix,Lee Scratch Perry,2012,"['dub', 'reggae', 'rock steady', 'roots reggae', 'ska']"
802,"The Child, Pt.1 - From Macbeth Soundtrack",Jed Kurzel,2015,"['oceania soundtrack', 'soundtrack']"
803,Blind Man,Xavier Omär,2018,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'pop r&b', 'trap soul']"
804,That Girl,Jennifer Nettles,2014,"['contemporary country', 'country', 'country dawn']"
805,Nagoya,It Looks Sad.,2015,"['alternative emo', 'charlotte nc indie', 'indie garage rock', 'midwest emo', 'north carolina emo']"
806,No Varillas,Jon Z,2018,"['reggaeton', 'reggaeton flow', 'trap latino']"
807,Shuffle,Bombay Bicycle Club,2011,"['alternative dance', 'british indie rock', 'indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave', 'rock']"
808,The Killing Of Dumbledore,Nicholas Hooper,2010,"['british soundtrack', 'scorecore', 'soundtrack']"
809,Broken Vessels (Amazing Grace) - Live,Hillsong Worship,2014,"['ccm', 'christian music', 'russian ccm', 'world worship', 'worship']"
810,Darling,Mo Kalamity,2007,"['french reggae', 'modern reggae']"
811,Daydream / Wetdream / Nightmare,Saint Motel,2012,"['indie pop', 'indie poptimism', 'indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
812,Hillbilly Band,The Marshall Tucker Band,1973,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']"
813,Doors - From Alice in Wonderland/Score,Danny Elfman,2010,['soundtrack']
814,Las Caraqueñas - En Vivo,Guaco,2018,"['gaita zuliana', 'latin', 'pop reggaeton', 'salsa venezolana', 'tropical']"
815,Fell In Luv (feat. Bryson Tiller),Playboi Carti,2018,"['atl hip hop', 'hip hop', 'rap', 'trap', 'underground hip hop']"
816,Clearly,Grace VanderWaal,2018,['pop']
817,Better,Declan J Donovan,2017,"['indie anthem-folk', 'indie cafe pop', 'uk pop']"
818,Team Arrow Takedown,Blake Neely,2015,"['scorecore', 'soundtrack']"
819,End Credits Suite,Nicholas Britell,2016,['soundtrack']
820,Dont Follow,Alice In Chains,1994,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']"
821,Shake It Out,Florence + The Machine,2011,"['art pop', 'baroque pop', 'pop', 'uk alternative pop']"
822,4 Minutes (feat. Justin Timberlake & Timbaland),Madonna,2009,"['dance pop', 'pop']"
823,Carried Away,Passion Pit,2012,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'shimmer pop']"
824,the valley,Miguel,2015,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
825,Hit Em Up - Single Version,2Pac,1998,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
826,Ill Be Waiting,Alton Ellis,2004,"['dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae', 'ska']"
827,Curly Locks,Junior Byles,2002,"['dub', 'reggae', 'rock steady', 'roots reggae', 'ska']"
828,The Last Waltz Suite: The Weight (feat. The Staples),The Band,2002,"['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'cosmic american', 'country rock', 'folk', 'folk rock', 'heartland rock', 'jam band', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'swamp rock', 'traditional folk']"
829,Space 17 (chains) - Pt. 1,Max Richter,2015,"['compositional ambient', 'post-minimalism', 'soundtrack']"
830,Lelisir damore / Act 1: Voglio dire,Gaetano Donizetti,2017,"['classical tenor', 'opera']"
831,I Done Lost My Good Thang,Terry Wright,2013,['southern soul blues']
832,Clandestino,Manu Chao,1998,"['latin alternative', 'world']"
833,Cant You See,The Marshall Tucker Band,1973,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']"
834,Amuleto - Remastered,Rodrigo y Gabriela,2017,"['acoustic rock', 'rumba', 'world']"
835,Style,Taylor Swift,2014,"['dance pop', 'pop', 'pop dance', 'post-teen pop']"
836,Black (feat. A$AP Ferg),Buddy,2018,"['alternative r&b', 'cali rap', 'rap', 'trap soul', 'underground hip hop']"
837,nobodys home,gnash,2019,['pop']
838,Leave My Woman Alone,Ray Charles,1958,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
839,Black & Gold - Marcussen Album Version,Sam Sparro,2008,"['australian dance', 'electropop']"
840,Feels Like This,Maisie Peters,2018,"['indie cafe pop', 'pop', 'uk pop', 'viral pop']"
841,West Side Story: Tonight,José Carreras,1984,"['classical tenor', 'opera', 'operatic pop']"
842,Dirty Water,Marc E. Bassy,2016,"['pop', 'pop rap', 'rap']"
843,Speak - Remastered 2003,Queensrÿche,1988,"['album rock', 'glam metal', 'hard rock', 'metal', 'progressive metal', 'rock', 'us power metal']"
844,Garbage Grove,Sublime,1997,"['reggae fusion', 'ska mexicano', 'ska punk']"
845,Consider It Heaven,Lukas Nelson and Promise of the Real,2019,"['deep new americana', 'funk', 'jam band', 'modern blues', 'modern blues rock', 'new americana', 'roots rock', 'stomp and holler']"
846,"Requiem in D Minor, K. 626: IIIc. Sequence No. 3, Rex tremendae majestatis (Live)",Wolfgang Amadeus Mozart,2019,"['classical', 'classical era']"
847,Life Is Worth Living,Justin Bieber,2015,"['canadian pop', 'pop', 'post-teen pop']"
848,Need Somebody To Love,Ady Suleiman,2018,"['indie soul', 'uk contemporary r&b']"
849,Aquellos Ojos Verdes,Nat King Cole,1959,"['adult standards', 'vocal jazz']"
850,If I Wanted To Call You,Hans Zimmer,2006,"['german soundtrack', 'soundtrack']"
851,Pick You Up,LANCO,2018,"['contemporary country', 'country pop']"
852,Pull Up (feat. Lil Uzi Vert),Wiz Khalifa,2016,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
853,"New York, New York",Denis Solee,2005,"['adult standards', 'dinner jazz']"
854,Purple Pills,D12,2001,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'rap rock', 'southern hip hop']"
855,Welcome To The Family,Watsky,2019,"['abstract hip hop', 'comic', 'modern rock', 'pop rap']"
856,Rakata - Remix,Wisin & Yandel,2005,"['electro latino', 'latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']"
857,Born to Lose,The Bouncing Souls,1995,"['melodic hardcore', 'new jersey hardcore', 'new jersey punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk']"
858,Next World,KRANE,2017,"['bass trap', 'electronic trap', 'future bass', 'pop edm', 'traprun', 'vapor twitch']"
859,"Violin Sonata No. 19 in E-Flat Major, K. 302: II. Rondo. Andante grazioso",Wolfgang Amadeus Mozart,2018,"['classical', 'classical era']"
860,Tire Me,Rage Against The Machine,1996,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'nu metal', 'political hip hop', 'rap metal', 'rap rock', 'rock']"
861,Dazed and Confused,Led Zeppelin,1969,"['album rock', 'classic rock', 'hard rock', 'rock']"
862,Adagio: Allegretto,Kimbo Childrens Music,2018,['childrens music']
863,Sweet Jane,Garrett Kato,2015,['indie anthem-folk']
864,The Hills,The Weeknd,2015,"['canadian contemporary r&b', 'canadian pop', 'pop']"
865,The Planet Krypton,John Williams,2005,['soundtrack']
866,Last Night in LA,Horse Head,2017,"['emo rap', 'underground hip hop']"
